date,Сумма осадков,Температура поверхности почвы,Мин. температура пов-сти почвы между сроками,Макс. температура пов-сти почвы между сроками,Температура воздуха по сухому терм-ру,Мин.температура воздуха между сроками,Макс. темперура воздуха между сроками,Относительная влажность воздуха
2021-02-13 21:00:00,0.0,,,,-22.2,,,85.0
2021-02-14 00:00:00,0.0,,,,-22.3,,,83.0
2021-02-14 03:00:00,0.0,,,,-21.1,,,80.0
2021-02-14 06:00:00,0.4,,,,-19.8,,,86.0
2021-02-14 09:00:00,0.0,,,,-19.3,,,88.0
2021-02-14 12:00:00,0.0,,,,-18.8,,,86.0
2021-02-14 15:00:00,0.0,,,,-18.9,,,88.0
2021-02-14 18:00:00,6.0,,,,-19.3,,,90.0
2021-02-14 21:00:00,0.0,,,,-19.5,,,90.0
2021-02-15 00:00:00,0.0,,,,-20.4,,,89.0
2021-02-15 03:00:00,0.0,,,,-21.5,,,88.0
2021-02-15 06:00:00,0.7,,,,-24.1,,,87.0
